Player,Name,Position,Age,Height,Weight,Salary,Season,Postseason,Team,Games_played,Games_started,Minutes,FG_made,FG_attempted,FG_percent,3P_made,3P_attempted,3P_percent,FT_made,FT_attempted,FT_percent,Rebound_off,Rebound_def,Assists,Blocks,Steals,Fouls,Turnovers,Points
25,Metta World Peace,SF,36,79,260,947276,'99-'00,FALSE,CHI,72,63,31.1,4.3,10.5,0.407,0.8,2.7,0.314,2.6,3.9,0.674,0.9,3.4,2.8,0.5,1.7,2.2,2.3,12
25,Metta World Peace,SF,36,79,260,947276,'00-'01,FALSE,CHI,76,74,31.1,4.3,10.7,0.401,0.6,1.9,0.291,2.8,3.7,0.75,0.8,3.1,3,0.6,2,3.3,2.1,11.9
25,Metta World Peace,SF,36,79,260,947276,'01-'02,FALSE,CHI,27,26,30.5,5.6,13,0.433,1.3,3.4,0.396,3,4.8,0.628,1.5,3.4,2.9,0.9,2.8,4,2.6,15.6
25,Metta World Peace,SF,36,79,260,947276,'01-'02,FALSE,IND,28,24,29.3,4.2,10.2,0.411,0.6,2.8,0.215,2,2.7,0.733,1.2,3.8,1.8,0.6,2.4,3.9,1.8,10.9
25,Metta World Peace,SF,36,79,260,947276,'02-'03,FALSE,IND,69,67,33.6,5.2,12.3,0.428,1,3.1,0.336,4,5.4,0.736,1.5,3.8,2.9,0.7,2.3,3.5,2.1,15.5
25,Metta World Peace,SF,36,79,260,947276,'03-'04,FALSE,IND,73,71,37.2,6.4,15.2,0.421,1,3.3,0.31,4.4,6,0.733,1.4,3.9,3.7,0.7,2.1,2.7,2.8,18.3
25,Metta World Peace,SF,36,79,260,947276,'04-'05,FALSE,IND,7,7,41.6,8.4,17,0.496,1,2.4,0.412,6.7,7.3,0.922,1.1,5.3,3.1,0.9,1.7,3.9,2.4,24.6
25,Metta World Peace,SF,36,79,260,947276,'05-'06,FALSE,IND,16,16,37.7,6.8,14.8,0.46,1.1,3.4,0.333,4.6,7.6,0.612,1.6,3.3,2.2,0.7,2.6,2.8,2.7,19.4
25,Metta World Peace,SF,36,79,260,947276,'05-'06,FALSE,SAC,40,40,40.1,6,15.8,0.383,1.5,5,0.302,3.3,4.6,0.717,1.2,4,4.2,0.8,2,3,2.2,16.9
25,Metta World Peace,SF,36,79,260,947276,'06-'07,FALSE,SAC,70,65,37.7,6.5,14.9,0.44,1.3,3.7,0.358,4.4,5.9,0.74,1.5,5,3.4,0.6,2.1,2.9,2.1,18.8
25,Metta World Peace,SF,36,79,260,947276,'07-'08,FALSE,SAC,57,54,38.1,7.6,16.9,0.453,1.5,3.9,0.38,3.7,5.2,0.719,1.8,4,3.5,0.7,2.3,2.8,2.6,20.5
25,Metta World Peace,SF,36,79,260,947276,'08-'09,FALSE,HOU,69,55,35.5,6,15,0.401,2.2,5.6,0.399,2.8,3.8,0.748,0.9,4.3,3.3,0.3,1.5,2.2,2,17.1
25,Metta World Peace,SF,36,79,260,947276,'09-'10,FALSE,LAL,77,77,33.8,4,9.6,0.414,1.4,3.8,0.355,1.7,2.4,0.688,1.3,3,3,0.3,1.4,2.1,1.6,11
25,Metta World Peace,SF,36,79,260,947276,'10-'11,FALSE,LAL,82,82,29.4,3.2,8,0.397,1,2.8,0.356,1.1,1.7,0.676,1.2,2,2.1,0.4,1.5,2.2,1.1,8.5
25,Metta World Peace,SF,36,79,260,947276,'11-'12,FALSE,LAL,64,45,26.9,2.9,7.3,0.394,0.9,3,0.296,1.1,1.8,0.617,1.1,2.3,2.2,0.4,1.1,2.1,1.1,7.7
25,Metta World Peace,SF,36,79,260,947276,'12-'13,FALSE,LAL,75,66,33.7,4.4,11,0.403,1.9,5.5,0.342,1.7,2.3,0.734,1.4,3.6,1.5,0.6,1.6,2.6,1.3,12.4
25,Metta World Peace,SF,36,79,260,947276,'13-'14,FALSE,NY,29,1,13.4,1.9,4.9,0.397,0.6,1.9,0.315,0.3,0.6,0.625,0.6,1.4,0.6,0.3,0.8,1.5,0.7,4.8
25,Metta World Peace,SF,36,79,260,947276,'15-'16,FALSE,LAL,35,5,16.9,1.6,5.1,0.311,0.7,2.4,0.31,1.1,1.6,0.702,0.5,2,0.8,0.3,0.6,1.9,0.4,5
25,Metta World Peace,SF,36,79,260,947276,Career,FALSE,,966,838,32.4,4.8,11.6,0.415,1.2,3.5,0.34,2.7,3.7,0.716,1.2,3.4,2.7,0.5,1.8,2.7,1.8,13.5
25,Metta World Peace,SF,36,79,260,947276,'01-'02,TRUE,IND,5,5,33.4,4.4,10.8,0.407,1.2,2.6,0.462,1.8,2.6,0.692,1.2,4.8,3.2,0.6,2.6,3.8,1.8,11.8
25,Metta World Peace,SF,36,79,260,947276,'02-'03,TRUE,IND,6,6,42,5.8,15,0.389,2,5.2,0.387,5.3,6.7,0.8,1.8,4,2.2,1,2.5,4.2,2.7,19
25,Metta World Peace,SF,36,79,260,947276,'03-'04,TRUE,IND,15,15,38.9,6.5,17.3,0.378,1.3,4.4,0.288,4.1,5.7,0.718,1.6,4.9,3.2,1.1,1.4,3,2.5,18.4
25,Metta World Peace,SF,36,79,260,947276,'05-'06,TRUE,SAC,5,5,39.6,6.2,16.2,0.383,1.8,5.4,0.333,3.2,4.6,0.696,1.6,3.4,3,0.8,1.6,3,1,17.4
25,Metta World Peace,SF,36,79,260,947276,'08-'09,TRUE,HOU,13,13,37.5,6.2,15.6,0.394,1.8,6.4,0.277,1.5,2.2,0.714,0.9,3.4,4.2,0.2,1.1,2.1,2.5,15.6
25,Metta World Peace,SF,36,79,260,947276,'09-'10,TRUE,LAL,23,23,36.5,4.4,11,0.398,1.5,5.1,0.291,1,1.7,0.579,1.4,2.5,2.1,0.5,1.5,2.9,1.1,11.2
25,Metta World Peace,SF,36,79,260,947276,'10-'11,TRUE,LAL,9,9,31.9,3.9,8.8,0.443,1,3.1,0.321,1.8,2.3,0.762,1.9,2.7,2.2,0.8,1.1,2.6,1,10.6
25,Metta World Peace,SF,36,79,260,947276,'11-'12,TRUE,LAL,6,6,39.3,3.7,10,0.367,2.3,6,0.389,2,2.7,0.75,0.5,3,2.3,0.7,2.2,3,0.8,11.7
25,Metta World Peace,SF,36,79,260,947276,'12-'13,TRUE,LAL,3,3,28,2.3,9.3,0.25,0.7,4.7,0.143,0.7,0.7,1,2,1.7,1.7,0.3,0.7,1.7,1,6
25,Metta World Peace,SF,36,79,260,947276,Career,TRUE,,85,85,36.9,5.1,13,0.389,1.5,4.9,0.308,2.2,3.1,0.714,1.4,3.4,2.8,0.7,1.5,2.9,1.7,13.9
91,Elton Brand,PF,37,81,254,,'99-'00,FALSE,CHI,81,80,37,7.8,16.1,0.482,0,0,0,4.5,6.6,0.685,4.3,5.7,1.9,1.6,0.8,3.2,2.8,20.1
91,Elton Brand,PF,37,81,254,,'00-'01,FALSE,CHI,74,74,39.3,7.8,16.4,0.476,0,0,0,4.5,6.4,0.708,3.9,6.2,3.2,1.6,1,3.3,3,20.1
91,Elton Brand,PF,37,81,254,,'01-'02,FALSE,LAC,80,80,37.8,6.7,12.6,0.527,0,0,0,4.9,6.6,0.742,5,6.6,2.4,2,1,3.2,2.2,18.2
91,Elton Brand,PF,37,81,254,,'02-'03,FALSE,LAC,62,61,39.6,7.3,14.5,0.502,0,0,0,3.9,5.7,0.685,4.6,6.8,2.5,2.5,1.1,3.3,2.6,18.5
91,Elton Brand,PF,37,81,254,,'03-'04,FALSE,LAC,69,68,38.7,7,14.2,0.493,0,0,0,6,7.7,0.773,3.9,6.5,3.3,2.2,0.9,3.3,2.8,20
91,Elton Brand,PF,37,81,254,,'04-'05,FALSE,LAC,81,81,37,7.8,15.4,0.503,0,0,0,4.5,6,0.752,3.7,5.9,2.6,2.1,0.8,3,2.3,20
91,Elton Brand,PF,37,81,254,,'05-'06,FALSE,LAC,79,79,39.2,9.6,18.2,0.527,0,0,0.333,5.6,7.2,0.775,3,7,2.6,2.5,1,2.9,2.2,24.7
91,Elton Brand,PF,37,81,254,,'06-'07,FALSE,LAC,80,80,38.5,8.1,15.1,0.533,0,0,1,4.4,5.8,0.761,3.4,6,2.9,2.2,1,3,2.5,20.5
91,Elton Brand,PF,37,81,254,,'07-'08,FALSE,LAC,8,6,34.3,6.5,14.3,0.456,0,0,0,4.6,5.9,0.787,2.6,5.4,2,1.9,0.4,2.6,2.1,17.6
91,Elton Brand,PF,37,81,254,,'08-'09,FALSE,PHI,29,23,31.7,5.6,12.6,0.447,0,0,0,2.5,3.7,0.676,2.7,6.1,1.3,1.6,0.6,2.7,2.3,13.8
91,Elton Brand,PF,37,81,254,,'09-'10,FALSE,PHI,76,57,30.2,5.4,11.3,0.48,0,0,0,2.3,3.1,0.738,2.4,3.7,1.4,1.1,1.1,3.1,1.7,13.1
91,Elton Brand,PF,37,81,254,,'10-'11,FALSE,PHI,81,81,34.7,6.2,12.1,0.512,0,0,0,2.6,3.4,0.78,2.9,5.4,1.5,1.3,1.1,3,1.2,15
91,Elton Brand,PF,37,81,254,,'11-'12,FALSE,PHI,60,60,28.9,4.8,9.7,0.494,0,0,0,1.4,1.9,0.733,2.4,4.7,1.6,1.6,1,2.9,1.1,11
91,Elton Brand,PF,37,81,254,,'12-'13,FALSE,DAL,72,18,21.2,3.1,6.6,0.473,0,0,0,0.9,1.3,0.71,1.8,4.2,1,1.3,0.7,2.7,0.8,7.2
91,Elton Brand,PF,37,81,254,,'13-'14,FALSE,ATL,73,15,19.4,2.5,4.5,0.539,0,0,0,0.8,1.3,0.649,1.3,3.6,1,1.2,0.5,2.6,0.8,5.7
91,Elton Brand,PF,37,81,254,,'14-'15,FALSE,ATL,36,4,13.5,1.2,2.6,0.442,0,0,0,0.3,0.6,0.522,0.8,2,0.6,0.7,0.5,1.5,0.5,2.7
91,Elton Brand,PF,37,81,254,,'15-'16,FALSE,PHI,17,1,13.2,1.8,4.2,0.431,0,0.1,0,0.5,0.5,0.889,0.5,3.2,1.1,0.5,0.5,1.9,0.6,4.1
91,Elton Brand,PF,37,81,254,,Career,FALSE,,1058,868,33,6.2,12.5,0.5,0,0,0.095,3.4,4.7,0.736,3.1,5.4,2.1,1.7,0.9,2.9,1.9,15.9
91,Elton Brand,PF,37,81,254,,'05-'06,TRUE,LAC,12,12,43.1,10.3,18.8,0.551,0,0.1,0,4.8,6.3,0.75,4.3,6,4,2.6,0.9,2.8,2.4,25.4
91,Elton Brand,PF,37,81,254,,'10-'11,TRUE,PHI,5,5,37,6.8,12.4,0.548,0,0,0,2,2.6,0.769,2.4,6,0.6,1.2,0.4,4.2,0.8,15.6
91,Elton Brand,PF,37,81,254,,'11-'12,TRUE,PHI,13,13,27.4,3.5,7.6,0.465,0,0,0,1.5,2.5,0.625,1.7,3.2,0.5,1.5,0.8,2.8,0.5,8.6
91,Elton Brand,PF,37,81,254,,'13-'14,TRUE,ATL,7,0,11.6,0.3,1.7,0.167,0,0,0,0.6,0.7,0.8,1,2.3,0.9,0.9,0.1,1.4,0,1.1
91,Elton Brand,PF,37,81,254,,'14-'15,TRUE,ATL,3,0,1.3,0,0.3,0,0,0,0,0.3,0.7,0.5,0,0.3,0,0,0,1,0,0.3
91,Elton Brand,PF,37,81,254,,Career,TRUE,,40,30,28.6,5.2,10,0.516,0,0,0,2.3,3.2,0.719,2.3,4,1.6,1.6,0.6,2.6,1,12.6
110,Kobe Bryant,SF,37,78,212,25000000,'96-'97,FALSE,LAL,71,6,15.5,2.5,5.9,0.417,0.7,1.9,0.375,1.9,2.3,0.819,0.7,1.2,1.3,0.3,0.7,1.4,1.6,7.6
110,Kobe Bryant,SF,37,78,212,25000000,'97-'98,FALSE,LAL,79,1,26,4.9,11.6,0.428,0.9,2.8,0.341,4.6,5.8,0.794,1,2.1,2.5,0.5,0.9,2.3,2,15.4
110,Kobe Bryant,SF,37,78,212,25000000,'98-'99,FALSE,LAL,50,50,37.9,7.2,15.6,0.465,0.5,2,0.267,4.9,5.8,0.839,1.1,4.2,3.8,1,1.4,3.1,3.1,19.9
110,Kobe Bryant,SF,37,78,212,25000000,'99-'00,FALSE,LAL,66,62,38.2,8.4,17.9,0.468,0.7,2.2,0.319,5,6.1,0.821,1.6,4.7,4.9,0.9,1.6,3.3,2.8,22.5
110,Kobe Bryant,SF,37,78,212,25000000,'00-'01,FALSE,LAL,68,68,40.9,10.3,22.2,0.464,0.9,2.9,0.305,7,8.2,0.853,1.5,4.3,5,0.6,1.7,3.3,3.2,28.5
110,Kobe Bryant,SF,37,78,212,25000000,'01-'02,FALSE,LAL,80,80,38.3,9.4,20,0.469,0.4,1.7,0.25,6.1,7.4,0.829,1.4,4.1,5.5,0.4,1.5,2.9,2.8,25.2
110,Kobe Bryant,SF,37,78,212,25000000,'02-'03,FALSE,LAL,82,82,41.5,10.6,23.5,0.451,1.5,4,0.383,7.3,8.7,0.843,1.3,5.6,5.9,0.8,2.2,2.7,3.5,30
110,Kobe Bryant,SF,37,78,212,25000000,'03-'04,FALSE,LAL,65,64,37.6,7.9,18.1,0.438,1.1,3.3,0.327,7,8.2,0.852,1.6,3.9,5.1,0.4,1.7,2.7,2.6,24
110,Kobe Bryant,SF,37,78,212,25000000,'04-'05,FALSE,LAL,66,66,40.7,8.7,20.1,0.433,2,5.9,0.339,8.2,10.1,0.816,1.4,4.5,6,0.8,1.3,2.6,4.1,27.6
110,Kobe Bryant,SF,37,78,212,25000000,'05-'06,FALSE,LAL,80,80,41,12.2,27.2,0.45,2.3,6.5,0.347,8.7,10.2,0.85,0.9,4.4,4.5,0.4,1.8,2.9,3.1,35.4
110,Kobe Bryant,SF,37,78,212,25000000,'06-'07,FALSE,LAL,77,77,40.8,10.6,22.8,0.463,1.8,5.2,0.344,8.7,10,0.868,1,4.7,5.4,0.5,1.4,2.7,3.3,31.6
110,Kobe Bryant,SF,37,78,212,25000000,'07-'08,FALSE,LAL,82,82,38.9,9.5,20.6,0.459,1.8,5.1,0.361,7.6,9,0.84,1.2,5.2,5.4,0.5,1.8,2.8,3.1,28.3
110,Kobe Bryant,SF,37,78,212,25000000,'08-'09,FALSE,LAL,82,82,36.1,9.8,20.9,0.467,1.4,4.1,0.351,5.9,6.9,0.856,1.1,4.1,4.9,0.5,1.5,2.3,2.6,26.8
110,Kobe Bryant,SF,37,78,212,25000000,'09-'10,FALSE,LAL,73,73,38.8,9.8,21.5,0.456,1.4,4.1,0.329,6,7.4,0.811,1.1,4.3,5,0.3,1.5,2.6,3.2,27
110,Kobe Bryant,SF,37,78,212,25000000,'10-'11,FALSE,LAL,82,82,33.9,9,20,0.451,1.4,4.3,0.323,5.9,7.1,0.828,1,4.1,4.7,0.1,1.2,2.1,3,25.3
110,Kobe Bryant,SF,37,78,212,25000000,'11-'12,FALSE,LAL,58,58,38.5,9.9,23,0.43,1.5,4.9,0.303,6.6,7.8,0.845,1.1,4.3,4.6,0.3,1.2,1.8,3.5,27.9
110,Kobe Bryant,SF,37,78,212,25000000,'12-'13,FALSE,LAL,78,78,38.6,9.5,20.4,0.463,1.7,5.2,0.324,6.7,8,0.839,0.9,4.7,6,0.3,1.4,2.2,3.7,27.3
110,Kobe Bryant,SF,37,78,212,25000000,'13-'14,FALSE,LAL,6,6,29.5,5.2,12.2,0.425,0.5,2.7,0.188,3,3.5,0.857,0.3,4,6.3,0.2,1.2,1.5,5.7,13.8
110,Kobe Bryant,SF,37,78,212,25000000,'14-'15,FALSE,LAL,35,35,34.5,7.6,20.4,0.373,1.5,5.3,0.293,5.6,6.9,0.813,0.7,4.9,5.6,0.2,1.3,1.9,3.7,22.3
110,Kobe Bryant,SF,37,78,212,25000000,'15-'16,FALSE,LAL,66,66,28.2,6,16.9,0.358,2,7.1,0.285,3.5,4.3,0.826,0.6,3.1,2.8,0.2,0.9,1.7,2,17.6
110,Kobe Bryant,SF,37,78,212,25000000,Career,FALSE,,1346,1198,36.1,8.7,19.5,0.447,1.4,4.1,0.329,6.2,7.4,0.837,1.1,4.1,4.7,0.5,1.4,2.5,3,25
110,Kobe Bryant,SF,37,78,212,25000000,'96-'97,TRUE,LAL,9,0,14.8,2.3,6.1,0.382,0.7,2.6,0.261,2.9,3.3,0.867,0.1,1.1,1.2,0.2,0.3,2.6,1.6,8.2
110,Kobe Bryant,SF,37,78,212,25000000,'97-'98,TRUE,LAL,11,0,20,2.8,6.9,0.408,0.3,1.3,0.214,2.8,4.1,0.689,0.6,1.3,1.5,0.7,0.3,2.5,1,8.7
110,Kobe Bryant,SF,37,78,212,25000000,'98-'99,TRUE,LAL,8,8,39.4,7.6,17.8,0.43,1,2.9,0.348,3.5,4.4,0.8,1.6,5.3,4.6,1.3,1.9,3,3.9,19.8
110,Kobe Bryant,SF,37,78,212,25000000,'99-'00,TRUE,LAL,22,22,39,7.9,17.9,0.442,1,2.9,0.344,4.3,5.7,0.754,1.2,3.3,4.4,1.5,1.5,4,2.5,21.1
110,Kobe Bryant,SF,37,78,212,25000000,'00-'01,TRUE,LAL,16,16,43.4,10.5,22.4,0.469,0.7,2.1,0.324,7.8,9.4,0.821,1.8,5.4,6.1,0.8,1.6,3.3,3.2,29.4
110,Kobe Bryant,SF,37,78,212,25000000,'01-'02,TRUE,LAL,19,19,43.8,9.8,22.7,0.434,1.2,3.1,0.379,5.8,7.6,0.759,1.5,4.4,4.6,0.9,1.4,3.4,2.8,26.6
110,Kobe Bryant,SF,37,78,212,25000000,'02-'03,TRUE,LAL,12,12,44.3,11.4,26.4,0.432,2.1,5.2,0.403,7.2,8.7,0.827,1.3,3.8,5.2,0.1,1.2,2.9,3.5,32.1
110,Kobe Bryant,SF,37,78,212,25000000,'03-'04,TRUE,LAL,22,22,44.2,8.6,20.9,0.413,1.1,4.4,0.247,6.1,7.5,0.813,0.8,3.9,5.5,0.3,1.9,2.7,2.8,24.5
110,Kobe Bryant,SF,37,78,212,25000000,'05-'06,TRUE,LAL,7,7,44.9,10.3,20.7,0.497,2,5,0.4,5.3,6.9,0.771,0.6,5.7,5.1,0.4,1.1,3.6,4.7,27.9
110,Kobe Bryant,SF,37,78,212,25000000,'06-'07,TRUE,LAL,5,5,43,12,26,0.462,2,5.6,0.357,6.8,7.4,0.919,0.2,5,4.4,0.4,1,2,4.4,32.8
110,Kobe Bryant,SF,37,78,212,25000000,'07-'08,TRUE,LAL,21,21,41.1,10.6,22,0.479,1.5,5,0.302,7.5,9.2,0.809,0.9,4.8,5.6,0.4,1.7,2.8,3.3,30.1
110,Kobe Bryant,SF,37,78,212,25000000,'08-'09,TRUE,LAL,23,23,40.9,10.5,23,0.457,1.6,4.6,0.349,7.6,8.6,0.883,0.8,4.5,5.5,0.9,1.7,2.6,2.6,30.2
110,Kobe Bryant,SF,37,78,212,25000000,'09-'10,TRUE,LAL,23,23,40.1,10.2,22.2,0.458,2.1,5.7,0.374,6.7,8,0.842,1.1,4.9,5.5,0.7,1.3,3.3,3.4,29.2
110,Kobe Bryant,SF,37,78,212,25000000,'10-'11,TRUE,LAL,10,10,35.4,8.3,18.6,0.446,1.2,4.1,0.293,5,6.1,0.82,0.8,2.6,3.3,0.3,1.6,2.3,3.1,22.8
110,Kobe Bryant,SF,37,78,212,25000000,'11-'12,TRUE,LAL,12,12,39.7,11,25.1,0.439,1.4,5,0.283,6.6,7.9,0.832,1.3,3.5,4.3,0.2,1.3,2.8,2.8,30
110,Kobe Bryant,SF,37,78,212,25000000,Career,TRUE,,220,200,39.3,9.2,20.5,0.448,1.3,4,0.331,6,7.4,0.816,1.1,4,4.7,0.7,1.4,3,2.9,25.6
136,Vince Carter,SG,39,78,220,4088019,'98-'99,FALSE,TOR,50,49,35.2,6.9,15.3,0.45,0.4,1.3,0.288,4.1,5.4,0.761,1.9,3.8,3,1.5,1.1,2.8,2.2,18.3
136,Vince Carter,SG,39,78,220,4088019,'99-'00,FALSE,TOR,82,82,38.1,9.6,20.7,0.465,1.2,2.9,0.403,5.3,6.7,0.791,1.8,4,3.9,1.1,1.3,3.2,2.2,25.7
136,Vince Carter,SG,39,78,220,4088019,'00-'01,FALSE,TOR,75,75,39.7,10.2,22.1,0.46,2.2,5.3,0.408,5.1,6.7,0.765,2.4,3.2,3.9,1.1,1.5,2.7,2.2,27.6
136,Vince Carter,SG,39,78,220,4088019,'01-'02,FALSE,TOR,60,60,39.8,9.3,21.8,0.428,2,5.2,0.387,4.1,5.1,0.798,2.3,2.9,4,0.7,1.6,3.2,2.6,24.7
136,Vince Carter,SG,39,78,220,4088019,'02-'03,FALSE,TOR,43,42,34.2,8.3,17.7,0.467,1,3,0.344,3,3.7,0.806,1.4,3,3.3,1,1.1,2.8,1.7,20.6
136,Vince Carter,SG,39,78,220,4088019,'03-'04,FALSE,TOR,73,73,38.2,8.3,20,0.417,1.3,3.3,0.383,4.6,5.7,0.806,1.3,3.5,4.8,0.9,1.2,2.9,3.1,22.5
136,Vince Carter,SG,39,78,220,4088019,'04-'05,FALSE,NJ,57,56,38.9,10,21.7,0.462,1.9,4.5,0.425,5.6,6.8,0.817,1.4,4.5,4.7,0.6,1.5,3.3,2.6,27.5
136,Vince Carter,SG,39,78,220,4088019,'04-'05,FALSE,TOR,20,20,30.4,6.2,15.1,0.411,1,3,0.322,2.5,3.6,0.694,1.4,1.9,3.1,0.8,1.3,2.8,1.1,15.9
136,Vince Carter,SG,39,78,220,4088019,'05-'06,FALSE,NJ,79,79,36.8,8.3,19.2,0.43,1.6,4.6,0.341,6.1,7.6,0.799,1.7,4.1,4.3,0.7,1.2,3,2.7,24.2
136,Vince Carter,SG,39,78,220,4088019,'06-'07,FALSE,NJ,82,82,38.1,8.9,19.5,0.454,1.9,5.3,0.357,5.6,7,0.802,1.4,4.6,4.8,0.4,1,3.2,2.6,25.2
136,Vince Carter,SG,39,78,220,4088019,'07-'08,FALSE,NJ,76,72,38.9,7.7,16.9,0.456,1.3,3.6,0.359,4.6,5.6,0.816,1.5,4.5,5.1,0.4,1.2,3.2,2.4,21.3
136,Vince Carter,SG,39,78,220,4088019,'08-'09,FALSE,NJ,80,80,36.8,7.4,16.8,0.437,1.9,4.9,0.385,4.2,5.1,0.817,0.9,4.2,4.7,0.5,1,2.9,2.1,20.8
136,Vince Carter,SG,39,78,220,4088019,'09-'10,FALSE,ORL,75,74,30.8,5.8,13.5,0.428,1.6,4.3,0.367,3.4,4.1,0.84,0.4,3.5,3.1,0.2,0.7,2.5,1.4,16.6
136,Vince Carter,SG,39,78,220,4088019,'10-'11,FALSE,ORL,22,22,30.2,5.7,12.1,0.47,1.2,3.5,0.346,2.5,3.4,0.747,0.5,3.6,2.9,0.1,0.9,3.2,1.6,15.1
136,Vince Carter,SG,39,78,220,4088019,'10-'11,FALSE,PHX,51,41,27.2,5.2,12.3,0.422,1.7,4.8,0.366,1.4,1.9,0.735,0.8,2.8,1.6,0.3,0.9,2.4,1.1,13.5
136,Vince Carter,SG,39,78,220,4088019,'11-'12,FALSE,DAL,61,40,25.3,3.7,8.9,0.411,1.2,3.4,0.361,1.6,1.9,0.826,0.5,2.8,2.3,0.4,0.9,2.2,1.4,10.1
136,Vince Carter,SG,39,78,220,4088019,'12-'13,FALSE,DAL,81,3,25.8,4.6,10.6,0.435,2,4.9,0.406,2.2,2.8,0.816,0.7,3.4,2.4,0.5,0.9,2.8,1.3,13.4
136,Vince Carter,SG,39,78,220,4088019,'13-'14,FALSE,DAL,81,0,24.4,4.1,10,0.407,1.8,4.6,0.394,2,2.4,0.821,0.8,2.7,2.6,0.4,0.8,2.6,1.3,11.9
136,Vince Carter,SG,39,78,220,4088019,'14-'15,FALSE,MEM,66,1,16.5,2,6.2,0.333,1,3.5,0.297,0.7,0.9,0.789,0.4,1.6,1.2,0.2,0.7,1.5,0.7,5.8
136,Vince Carter,SG,39,78,220,4088019,'15-'16,FALSE,MEM,60,3,16.8,2.2,5.7,0.388,1,2.8,0.349,1.2,1.4,0.833,0.5,1.9,0.9,0.3,0.6,1.7,0.6,6.6
136,Vince Carter,SG,39,78,220,4088019,Career,FALSE,,1274,954,32.4,6.8,15.5,0.439,1.5,4.1,0.373,3.7,4.6,0.8,1.2,3.4,3.4,0.6,1.1,2.8,1.9,18.8
136,Vince Carter,SG,39,78,220,4088019,'99-'00,TRUE,TOR,3,3,39.7,5,16.7,0.3,0.3,3.3,0.1,9,10.3,0.871,3,3,6.3,1.3,1,4,2.7,19.3
136,Vince Carter,SG,39,78,220,4088019,'00-'01,TRUE,TOR,12,12,44.9,10.2,23.3,0.436,2.1,5.1,0.41,4.8,6.2,0.784,3.1,3.4,4.7,1.7,1.7,3.8,2.3,27.3
136,Vince Carter,SG,39,78,220,4088019,'04-'05,TRUE,NJ,4,4,44.8,8.8,24,0.365,1.5,4.8,0.316,7.8,9,0.861,2.3,6.3,5.8,0,2.3,4.3,3.8,26.8
136,Vince Carter,SG,39,78,220,4088019,'05-'06,TRUE,NJ,11,11,40.9,10.3,22.2,0.463,1.3,5.3,0.241,7.8,9.8,0.796,1.5,5.6,5.3,0.5,1.8,3.1,2.4,29.6
136,Vince Carter,SG,39,78,220,4088019,'06-'07,TRUE,NJ,12,12,40.6,7.8,19.6,0.396,1.8,4.5,0.389,5.1,7.3,0.693,1.4,5.4,5.3,0.6,0.9,2.9,3.2,22.3
136,Vince Carter,SG,39,78,220,4088019,'09-'10,TRUE,ORL,14,14,34.3,5.3,13.1,0.402,0.9,3.6,0.235,4.1,4.9,0.826,0.6,3.6,2.3,0.2,0.9,3.6,1.6,15.5
136,Vince Carter,SG,39,78,220,4088019,'11-'12,TRUE,DAL,4,0,26.8,3,10.3,0.293,0.8,2.5,0.3,1.5,2,0.75,1.3,4.3,0.3,0.5,1.3,2.8,1.5,8.3
136,Vince Carter,SG,39,78,220,4088019,'13-'14,TRUE,DAL,7,0,27.1,4.4,9.7,0.456,2.1,4.4,0.484,1.6,2,0.786,1,2.6,2.4,0.3,0.4,1.7,0.9,12.6
136,Vince Carter,SG,39,78,220,4088019,'14-'15,TRUE,MEM,11,0,17.8,2.5,6.1,0.403,0.6,2.5,0.25,0.7,0.8,0.889,1.2,3.1,1,0.2,0.6,1.5,0.6,6.3
136,Vince Carter,SG,39,78,220,4088019,'15-'16,TRUE,MEM,4,4,22.8,3.8,8.3,0.455,1.8,2.5,0.7,2,2,1,1.3,2.5,1.3,0.3,0.5,2.3,0.8,11.3
136,Vince Carter,SG,39,78,220,4088019,Career,TRUE,,82,60,34.6,6.5,15.8,0.414,1.4,4,0.334,4.3,5.4,0.793,1.6,4,3.5,0.6,1.1,3,1.9,18.8
165,Jamal Crawford,SG,36,77,195,5675000,'00-'01,FALSE,CHI,61,8,17.2,1.8,5,0.352,0.7,1.9,0.35,0.4,0.6,0.794,0.2,1.3,2.3,0.2,0.7,1.1,1.4,4.6
165,Jamal Crawford,SG,36,77,195,5675000,'01-'02,FALSE,CHI,23,6,20.9,3.9,8.1,0.476,1.1,2.5,0.448,0.4,0.6,0.769,0.2,1.3,2.4,0.2,0.8,0.8,1.4,9.3
165,Jamal Crawford,SG,36,77,195,5675000,'02-'03,FALSE,CHI,80,31,24.9,4.2,10.1,0.413,1.1,3,0.355,1.3,1.6,0.806,0.3,2.1,4.2,0.3,1,1.6,1.7,10.7
165,Jamal Crawford,SG,36,77,195,5675000,'03-'04,FALSE,CHI,80,73,35.1,6.4,16.5,0.386,2.1,6.5,0.317,2.5,3,0.833,0.6,3,5.1,0.4,1.4,2,2.4,17.3
165,Jamal Crawford,SG,36,77,195,5675000,'04-'05,FALSE,NY,70,67,38.4,6.2,15.7,0.398,2.6,7.3,0.361,2.6,3.1,0.843,0.5,2.4,4.3,0.3,1.3,1.9,2.1,17.7
165,Jamal Crawford,SG,36,77,195,5675000,'05-'06,FALSE,NY,79,27,32.3,4.6,11.1,0.416,1.3,3.7,0.345,3.7,4.5,0.826,0.5,2.7,3.8,0.2,1.1,1.9,2.2,14.3
