ID,County,City,Weekday,Severity,ViolCat,ClearWeather,Month,CrashType,Highway,Daylight
37697,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,1
37698,SANTA CLARA,SAN JOSE,2,0,3,1,8,C,1,1
37699,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,0,1
37700,SANTA CLARA,SAN JOSE,5,0,3,1,8,C,1,1
37701,SAN DIEGO,OCEANSIDE,5,0,3,1,8,C,0,1
37702,SANTA CLARA,SAN JOSE,2,0,3,1,8,C,1,1
37703,SANTA CRUZ,UNINCORPORATED,3,0,3,1,8,C,1,1
37704,SANTA CLARA,SAN JOSE,1,0,3,1,8,C,1,1
37705,SAN DIEGO,SOLANA BEACH,2,0,3,0,8,C,1,1
37706,SAN DIEGO,OCEANSIDE,3,0,3,1,8,C,0,1
37707,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,0
37708,SAN DIEGO,OCEANSIDE,6,0,3,1,8,C,1,1
37709,SANTA CLARA,SAN JOSE,3,0,7,1,8,C,1,1
37710,SAN DIEGO,SAN MARCOS,5,0,3,1,8,C,1,1
37711,SAN DIEGO,CARLSBAD,5,0,3,1,8,C,1,1
37712,SAN DIEGO,SAN MARCOS,3,0,3,1,8,C,1,1
37713,SANTA CLARA,SAN JOSE,2,0,3,1,8,C,1,1
37714,SAN DIEGO,CARLSBAD,5,0,1,1,8,C,1,1
37715,SANTA CLARA,SAN JOSE,4,0,3,1,8,C,1,1
37716,SANTA CLARA,SANTA CLARA,1,0,3,1,8,C,0,1
37717,SANTA CLARA,SAN JOSE,6,0,3,1,8,C,1,1
37718,SANTA CRUZ,UNINCORPORATED,6,0,1,1,8,C,0,1
37719,SANTA CLARA,SAN JOSE,1,0,3,0,8,C,1,0
37720,SANTA CLARA,CUPERTINO,2,0,3,1,8,C,1,1
37721,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,0,1
37722,LOS ANGELES,MALIBU,4,0,4,1,8,C,1,1
37723,SONOMA,UNINCORPORATED,3,0,3,0,8,C,1,1
37724,SOLANO,UNINCORPORATED,6,0,8,1,8,C,1,1
37725,ORANGE,LAGUNA BEACH,1,0,3,1,9,C,1,1
37726,SAN JOAQUIN,LODI,4,0,3,1,8,C,0,1
37727,STANISLAUS,OAKDALE,4,0,3,1,7,C,0,1
37728,SAN DIEGO,CHULA VISTA,2,0,3,1,8,C,1,1
37729,SAN MATEO,UNINCORPORATED,5,0,3,1,8,C,1,1
37730,SAN FRANCISCO,SAN FRANCISCO,7,0,3,1,8,C,1,1
37731,LOS ANGELES,CARSON,5,0,3,1,8,C,0,1
37732,STANISLAUS,OAKDALE,5,0,3,1,8,C,1,1
37733,LOS ANGELES,SOUTH PASADENA,1,0,8,1,6,C,0,1
37734,LOS ANGELES,SOUTH PASADENA,2,0,3,0,6,C,0,1
37735,SANTA CLARA,SARATOGA,3,0,3,1,9,C,1,1
37736,LOS ANGELES,GLENDALE,7,0,8,1,9,C,0,1
37737,SANTA CLARA,MILPITAS,3,0,3,1,9,C,1,1
37738,SANTA CLARA,SAN JOSE,3,0,3,1,9,C,1,1
37739,SAN JOAQUIN,UNINCORPORATED,3,0,3,1,8,C,1,1
37740,ORANGE,SEAL BEACH,7,0,3,0,7,C,1,1
37741,SAN FRANCISCO,SAN FRANCISCO,7,0,3,1,9,C,1,0
37742,LOS ANGELES,SANTA MONICA,7,0,3,1,9,C,0,0
37743,ORANGE,LAGUNA BEACH,5,0,3,1,9,C,1,1
37744,SAN MATEO,SOUTH SAN FRANCISCO,2,0,3,1,9,C,1,1
37745,ALAMEDA,HAYWARD,4,0,3,1,7,C,1,1
37746,SANTA CLARA,MILPITAS,1,0,3,1,7,C,1,1
37747,SAN MATEO,BELMONT,3,0,3,1,9,C,0,1
37748,SANTA CLARA,SAN JOSE,7,0,3,1,7,C,1,1
37749,ORANGE,WESTMINSTER,2,0,3,1,9,C,1,1
37750,SANTA CLARA,PALO ALTO,1,0,3,0,9,C,0,1
37751,ALAMEDA,ALBANY,5,0,3,1,8,C,1,1
37752,LOS ANGELES,LOS ANGELES,3,0,4,1,8,C,0,1
37753,LOS ANGELES,LOS ANGELES,5,0,8,1,8,C,0,1
37754,LOS ANGELES,LOS ANGELES,5,0,4,1,8,C,0,1
37755,LOS ANGELES,LOS ANGELES,4,0,4,1,8,C,0,1
37756,SANTA CRUZ,SANTA CRUZ,1,0,3,1,7,C,0,1
37757,SACRAMENTO,SACRAMENTO,4,0,3,1,8,C,1,1
37758,SACRAMENTO,SACRAMENTO,3,0,3,1,8,C,1,1
37759,LOS ANGELES,BURBANK,1,0,3,1,8,C,0,1
37760,LOS ANGELES,MALIBU,4,0,3,1,8,C,1,1
37761,LOS ANGELES,MALIBU,4,0,4,1,8,C,1,1
37762,ORANGE,ANAHEIM,5,0,3,1,8,C,1,0
37763,ORANGE,BUENA PARK,6,0,3,1,8,C,1,0
37764,ORANGE,WESTMINSTER,5,0,3,1,8,C,1,1
37765,ORANGE,ANAHEIM,5,1,3,1,8,C,1,0
37766,LOS ANGELES,ARCADIA,4,0,3,1,8,C,1,1
37767,LOS ANGELES,LOS ANGELES,7,0,3,1,8,C,1,0
37768,SOLANO,BENICIA,4,0,3,1,8,C,0,1
37769,LOS ANGELES,SANTA MONICA,1,0,3,1,8,C,1,1
37770,RIVERSIDE,MORENO VALLEY,4,0,4,1,8,C,0,1
37771,SOLANO,VACAVILLE,1,0,3,1,8,C,1,1
37772,KERN,BAKERSFIELD,7,0,1,1,8,C,0,0
37773,SAN MATEO,MENLO PARK,3,0,3,1,7,C,0,1
37774,CONTRA COSTA,LAFAYETTE,2,0,4,1,8,C,1,1
37775,CONTRA COSTA,UNINCORPORATED,3,0,3,1,8,C,1,1
37776,CONTRA COSTA,UNINCORPORATED,3,0,3,1,8,C,0,1
37777,LOS ANGELES,LOS ANGELES,4,0,3,0,8,C,1,1
37778,ORANGE,HUNTINGTON BEACH,4,0,1,1,7,C,1,1
37779,SACRAMENTO,SACRAMENTO,5,0,3,1,7,C,0,1
37780,SACRAMENTO,SACRAMENTO,4,0,3,1,7,C,0,1
37781,ALAMEDA,LIVERMORE,7,0,3,1,7,C,1,1
37782,SACRAMENTO,SACRAMENTO,1,0,3,1,7,C,0,1
37783,LOS ANGELES,LOS ANGELES,3,0,3,1,7,C,1,0
37784,IMPERIAL,BRAWLEY,7,0,3,1,7,C,1,0
37785,TULARE,PORTERVILLE,7,0,3,1,7,C,1,1
37786,ORANGE,HUNTINGTON BEACH,1,0,3,1,7,C,1,1
37787,LOS ANGELES,LOS ANGELES,7,0,3,1,7,C,0,1
37788,SACRAMENTO,RANCHO CORDOVA,4,0,3,1,7,C,0,1
37789,SACRAMENTO,SACRAMENTO,1,0,3,1,7,C,1,1
37790,SACRAMENTO,SACRAMENTO,6,0,3,1,7,C,1,1
37791,SOLANO,VACAVILLE,3,0,3,1,7,C,1,1
37792,CONTRA COSTA,UNINCORPORATED,7,0,3,1,7,C,1,0
37793,ALAMEDA,EMERYVILLE,3,0,3,1,7,C,1,1
37794,ALAMEDA,ALBANY,7,0,3,0,7,C,1,1
37795,SACRAMENTO,SACRAMENTO,4,0,3,1,7,C,1,1
37796,SACRAMENTO,SACRAMENTO,3,0,3,1,7,C,1,1
37797,SAN MATEO,MENLO PARK,3,0,3,1,7,C,0,1
37798,LOS ANGELES,MALIBU,3,0,3,1,7,C,1,1
37799,LOS ANGELES,CALABASAS,1,0,7,1,7,C,0,1
37800,LOS ANGELES,LOS ANGELES,3,0,3,1,7,C,1,1
37801,SACRAMENTO,SACRAMENTO,6,0,3,1,7,C,0,0
37802,BUTTE,PARADISE,1,0,3,1,7,C,0,1
37803,YOLO,UNINCORPORATED,6,1,1,1,7,C,1,1
37804,SAN DIEGO,CHULA VISTA,2,0,3,1,7,C,1,1
37805,LOS ANGELES,LOS ANGELES,2,0,3,1,7,C,1,1
37806,LOS ANGELES,PASADENA,3,1,3,1,7,C,1,1
37807,LOS ANGELES,LOS ANGELES,6,1,3,1,7,C,0,1
37808,LOS ANGELES,LOS ANGELES,5,0,3,1,7,C,1,1
37809,LOS ANGELES,LOS ANGELES,7,0,7,1,7,C,1,0
37810,LOS ANGELES,LOS ANGELES,5,0,3,1,7,C,0,0
37811,KERN,BAKERSFIELD,3,0,3,1,7,C,0,0
37812,LOS ANGELES,LONG BEACH,2,0,3,1,7,C,1,1
37813,KERN,BAKERSFIELD,2,0,3,1,7,C,0,1
37814,KERN,BAKERSFIELD,6,0,3,1,7,C,1,1
37815,LOS ANGELES,LOS ANGELES,2,0,3,1,7,C,1,1
37816,RIVERSIDE,RANCHO MIRAGE,1,0,3,1,8,C,0,1
37817,LOS ANGELES,DIAMOND BAR,6,0,3,1,8,C,1,1
37818,LOS ANGELES,GLENDORA,1,0,1,1,8,C,1,0
37819,RIVERSIDE,TEMECULA,1,0,8,1,8,C,0,1
37820,YOLO,UNINCORPORATED,6,0,3,1,8,C,1,0
37821,RIVERSIDE,TEMECULA,2,0,3,1,8,C,0,1
37822,LOS ANGELES,WEST COVINA,7,0,3,1,8,C,1,0
37823,RIVERSIDE,CORONA,3,0,3,1,8,C,1,1
37824,LOS ANGELES,DUARTE,2,0,3,1,8,C,1,1
37825,LOS ANGELES,IRWINDALE,6,0,1,1,8,C,1,1
37826,RIVERSIDE,CORONA,3,0,3,1,8,C,1,1
37827,LOS ANGELES,CLAREMONT,6,0,1,1,8,C,1,1
37828,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,1,1
37829,LOS ANGELES,MONROVIA,6,0,3,1,8,C,1,1
37830,SACRAMENTO,FOLSOM,3,0,3,1,8,C,0,1
37831,LOS ANGELES,GLENDORA,5,0,3,1,8,C,1,1
37832,RIVERSIDE,CORONA,3,1,3,1,8,C,1,0
37833,LOS ANGELES,IRWINDALE,2,0,3,1,8,C,1,1
37834,CONTRA COSTA,CONCORD,5,0,3,1,8,C,0,1
37835,RIVERSIDE,TEMECULA,3,0,3,1,8,C,0,1
37836,LAKE,UNINCORPORATED,1,0,3,1,8,C,1,1
37837,CONTRA COSTA,CONCORD,4,0,1,1,8,C,0,1
37838,CONTRA COSTA,CONCORD,2,0,1,1,8,C,0,0
37839,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,1,1
37840,LOS ANGELES,LA VERNE,5,0,3,1,8,C,1,0
37841,LOS ANGELES,LOS ANGELES,4,1,7,1,8,C,1,1
37842,LOS ANGELES,IRWINDALE,5,0,3,1,8,C,1,1
37843,LOS ANGELES,LA VERNE,5,0,3,1,8,C,1,0
37844,CONTRA COSTA,PLEASANT HILL,5,0,3,1,8,C,0,1
37845,RIVERSIDE,CORONA,5,0,3,1,8,C,1,1
37846,LOS ANGELES,WEST COVINA,7,0,1,1,8,C,1,0
37847,RIVERSIDE,CORONA,6,0,3,1,8,C,1,1
37848,VENTURA,CAMARILLO,3,0,3,1,8,C,0,0
37849,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,1
37850,LOS ANGELES,WEST COVINA,3,0,3,1,8,C,1,1
37851,SAN BERNARDINO,FONTANA,2,0,3,1,8,C,0,1
37852,RIVERSIDE,RIVERSIDE,5,0,3,1,8,C,0,1
37853,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,0,1
37854,RIVERSIDE,RIVERSIDE,4,0,3,1,8,C,0,1
37855,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,0,1
37856,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,1
37857,RIVERSIDE,RIVERSIDE,5,0,3,1,8,C,0,1
37858,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,0
37859,LOS ANGELES,PASADENA,1,0,4,1,8,C,0,1
37860,KINGS,UNINCORPORATED,1,0,3,1,8,C,1,1
37861,LOS ANGELES,PASADENA,1,0,3,1,8,C,0,1
37862,KINGS,UNINCORPORATED,7,0,3,1,8,C,1,0
37863,LOS ANGELES,REDONDO BEACH,6,0,1,1,8,C,0,0
37864,LOS ANGELES,REDONDO BEACH,7,0,3,1,8,C,1,1
37865,RIVERSIDE,PALM DESERT,5,0,3,1,8,C,0,1
37866,LOS ANGELES,REDONDO BEACH,6,0,3,1,8,C,0,1
37867,LOS ANGELES,SAN GABRIEL,3,0,3,1,8,C,0,1
37868,ORANGE,IRVINE,1,0,3,0,8,C,0,1
37869,RIVERSIDE,SAN JACINTO,5,0,3,1,8,C,0,1
37870,SANTA CRUZ,SANTA CRUZ,5,0,3,1,8,C,0,1
37871,SANTA CRUZ,SANTA CRUZ,1,0,3,1,8,C,0,1
37872,RIVERSIDE,RIVERSIDE,3,0,3,1,8,C,0,1
37873,VENTURA,THOUSAND OAKS,7,0,8,1,8,C,0,0
37874,ALAMEDA,FREMONT,6,0,3,1,8,C,1,1
37875,VENTURA,THOUSAND OAKS,2,0,4,1,8,C,0,1
37876,SOLANO,FAIRFIELD,1,0,4,1,8,C,0,1
37877,LOS ANGELES,DOWNEY,6,0,3,1,8,C,0,1
37878,SOLANO,FAIRFIELD,3,0,3,1,8,C,0,1
37879,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,1,1
37880,VENTURA,CAMARILLO,1,0,3,1,8,C,0,1
37881,LOS ANGELES,DOWNEY,7,0,1,1,8,C,0,0
37882,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,1,1
37883,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,1,1
37884,SAN MATEO,REDWOOD CITY,1,0,1,1,8,C,0,0
37885,LOS ANGELES,DOWNEY,4,0,3,1,8,C,0,1
37886,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,1,1
37887,SAN MATEO,REDWOOD CITY,1,0,3,1,8,C,0,1
37888,SAN MATEO,REDWOOD CITY,5,0,4,1,8,C,0,1
37889,VENTURA,THOUSAND OAKS,1,0,4,1,8,C,0,1
37890,LOS ANGELES,DOWNEY,5,0,3,1,8,C,0,1
37891,LOS ANGELES,LOS ANGELES,7,0,3,1,8,C,1,0
37892,SAN MATEO,REDWOOD CITY,4,0,8,1,8,C,1,1
37893,RIVERSIDE,INDIAN WELLS,5,0,3,1,7,C,0,1
37894,LOS ANGELES,AZUSA,2,0,7,1,7,C,1,1
37895,LOS ANGELES,LOS ANGELES,5,0,9,1,8,C,0,1
37896,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,0
37897,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,1
37898,ALAMEDA,OAKLAND,3,0,3,1,7,C,0,1
37899,ALAMEDA,OAKLAND,1,0,4,0,7,C,0,1
37900,ALAMEDA,OAKLAND,7,0,3,1,7,C,0,1
37901,KERN,WASCO,5,0,4,1,7,C,1,0
37902,RIVERSIDE,TEMECULA,1,0,3,1,8,C,1,0
37903,RIVERSIDE,PERRIS,3,0,3,1,8,C,1,1
37904,RIVERSIDE,MURRIETA,5,0,3,1,8,C,1,1
37905,SONOMA,UNINCORPORATED,2,0,3,1,8,C,0,1
37906,SAN MATEO,ATHERTON,2,0,3,1,8,C,1,1
37907,RIVERSIDE,PALM SPRINGS,1,0,3,1,8,C,1,1
37908,SONOMA,UNINCORPORATED,4,1,3,1,8,C,0,1
37909,SONOMA,UNINCORPORATED,4,0,8,1,8,C,0,1
37910,LOS ANGELES,LOS ANGELES,6,0,1,1,8,C,0,0
37911,LOS ANGELES,LOS ANGELES,2,0,4,1,8,C,0,1
37912,LOS ANGELES,LOS ANGELES,2,0,4,1,8,C,0,1
37913,LOS ANGELES,LOS ANGELES,1,0,4,1,8,C,0,0
37914,LOS ANGELES,LOS ANGELES,2,0,4,1,8,C,0,1
37915,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,0
37916,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,0,1
37917,LOS ANGELES,LOS ANGELES,5,0,4,1,8,C,0,1
37918,LOS ANGELES,LOS ANGELES,4,0,4,1,8,C,0,1
37919,LOS ANGELES,LOS ANGELES,4,0,1,1,8,C,0,0
37920,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,1
37921,LOS ANGELES,LOS ANGELES,5,0,12,1,8,C,0,1
37922,LOS ANGELES,LOS ANGELES,6,0,6,1,8,C,0,0
37923,LOS ANGELES,PICO RIVERA,5,1,8,1,6,C,0,0
37924,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,0,1
37925,SAN DIEGO,SAN DIEGO,5,0,3,0,4,C,0,1
37926,LOS ANGELES,LOS ANGELES,3,0,4,1,8,C,0,1
37927,LOS ANGELES,LOS ANGELES,1,0,4,1,8,C,0,1
37928,LOS ANGELES,LOS ANGELES,2,0,4,1,8,C,0,1
37929,LOS ANGELES,LOS ANGELES,6,0,1,1,8,C,0,0
37930,ORANGE,GARDEN GROVE,2,0,1,1,8,C,0,0
37931,RIVERSIDE,LAKE ELSINORE,5,0,3,1,8,C,1,0
37932,SAN BERNARDINO,RIALTO,3,0,3,1,7,C,0,1
37933,SANTA CLARA,SAN JOSE,3,0,3,1,7,C,1,1
37934,SANTA CLARA,SAN JOSE,5,0,7,1,7,C,1,1
37935,SANTA CLARA,SAN JOSE,6,0,3,1,7,C,1,1
37936,TULARE,UNINCORPORATED,4,0,3,1,8,C,1,1
37937,SAN FRANCISCO,SAN FRANCISCO,4,0,4,1,8,C,1,1
37938,SAN FRANCISCO,SAN FRANCISCO,4,0,3,0,8,C,0,1
37939,SAN FRANCISCO,SAN FRANCISCO,4,0,3,1,8,C,1,1
37940,SANTA CLARA,SAN JOSE,3,0,7,1,7,C,1,1
37941,YOLO,DAVIS,5,0,3,1,8,C,1,1
37942,LOS ANGELES,MONTEBELLO,5,0,3,1,7,C,0,1
37943,SAN DIEGO,ESCONDIDO,6,0,3,1,8,C,0,1
37944,SAN DIEGO,ESCONDIDO,5,0,3,1,8,C,0,1
37945,SAN BERNARDINO,RIALTO,6,0,3,1,8,C,0,1
37946,ORANGE,HUNTINGTON BEACH,2,0,4,1,8,C,0,1
37947,LOS ANGELES,ALHAMBRA,5,0,3,1,7,C,0,1
37948,RIVERSIDE,MORENO VALLEY,6,0,3,1,8,C,0,1
37949,SAN MATEO,SOUTH SAN FRANCISCO,3,0,3,1,8,C,0,1
37950,SANTA CLARA,MILPITAS,3,0,3,1,8,C,0,1
37951,SANTA CLARA,MILPITAS,1,0,3,0,7,C,1,1
37952,TULARE,UNINCORPORATED,2,0,8,1,8,C,0,0
37953,SANTA CLARA,SAN JOSE,2,0,3,1,7,C,1,1
37954,ORANGE,IRVINE,1,0,3,0,8,C,0,1
37955,SAN JOAQUIN,UNINCORPORATED,2,0,3,1,8,C,1,1
37956,ORANGE,SEAL BEACH,7,0,3,1,6,C,0,1
37957,SANTA CLARA,SAN JOSE,5,0,3,1,8,C,1,1
37958,YOLO,WEST SACRAMENTO,1,0,3,1,8,C,1,1
37959,SAN MATEO,SAN BRUNO,6,0,3,1,8,C,0,1
37960,SANTA CLARA,LOS GATOS,4,0,3,1,8,C,1,1
37961,PLACER,UNINCORPORATED,5,0,7,1,8,C,1,0
37962,SAN JOAQUIN,UNINCORPORATED,6,0,3,1,8,C,0,0
37963,SAN FRANCISCO,SAN FRANCISCO,4,0,3,0,8,C,1,0
37964,SAN FRANCISCO,SAN FRANCISCO,6,0,3,0,8,C,1,0
37965,SAN JOAQUIN,UNINCORPORATED,7,0,3,1,8,C,1,1
37966,ORANGE,FULLERTON,4,0,3,1,8,C,0,1
37967,SAN FRANCISCO,SAN FRANCISCO,7,0,1,1,8,C,1,0
37968,ORANGE,ORANGE,4,0,3,1,8,C,0,1
37969,SAN JOAQUIN,UNINCORPORATED,1,0,3,1,8,C,1,1
37970,SAN JOAQUIN,STOCKTON,2,0,3,1,8,C,0,1
37971,SAN JOAQUIN,UNINCORPORATED,4,0,3,1,8,C,0,1
37972,SAN JOAQUIN,UNINCORPORATED,4,0,3,1,8,C,0,1
37973,ORANGE,IRVINE,1,0,4,1,8,C,0,1
37974,SANTA CLARA,SUNNYVALE,1,0,3,0,8,C,1,1
37975,SAN DIEGO,CHULA VISTA,2,0,3,1,8,C,1,1
37976,SACRAMENTO,ELK GROVE,5,0,1,1,8,C,0,0
37977,SAN JOAQUIN,UNINCORPORATED,4,0,1,1,8,C,1,1
37978,SAN BERNARDINO,SAN BERNARDINO,6,0,8,1,5,C,0,1
37979,SANTA CLARA,MILPITAS,3,0,3,1,8,C,0,1
37980,TUOLUMNE,SONORA,4,0,3,1,6,C,1,1
37981,SAN BERNARDINO,SAN BERNARDINO,3,0,3,0,5,C,0,1
37982,SANTA CLARA,MILPITAS,7,0,3,1,8,C,0,1
37983,ORANGE,SEAL BEACH,6,0,3,1,6,C,1,0
37984,ORANGE,SEAL BEACH,7,0,3,1,6,C,0,1
37985,TUOLUMNE,SONORA,3,0,3,1,5,C,1,1
37986,SAN MATEO,MENLO PARK,6,0,3,1,8,C,0,1
37987,ORANGE,SEAL BEACH,7,0,3,1,6,C,0,1
37988,TUOLUMNE,SONORA,5,0,3,1,5,C,0,1
37989,SANTA CLARA,SAN JOSE,2,0,3,1,7,C,1,1
37990,TUOLUMNE,SONORA,4,0,3,1,6,C,0,1
37991,SAN BERNARDINO,COLTON,4,0,3,1,5,C,1,1
37992,SAN MATEO,MENLO PARK,1,0,3,1,7,C,0,1
37993,SAN BERNARDINO,LOMA LINDA,5,0,3,1,5,C,0,1
37994,TULARE,VISALIA,2,0,3,1,8,C,1,1
37995,MONTEREY,SEASIDE,5,0,3,1,6,C,0,1
37996,SAN BERNARDINO,SAN BERNARDINO,2,0,3,1,4,C,0,1
37997,SAN BERNARDINO,SAN BERNARDINO,2,0,3,1,4,C,0,1
37998,SAN BERNARDINO,SAN BERNARDINO,4,0,3,1,7,C,0,1
37999,SAN BERNARDINO,SAN BERNARDINO,1,0,3,1,4,C,0,1
38000,SAN BERNARDINO,SAN BERNARDINO,5,0,3,1,7,C,1,1
38001,SAN BERNARDINO,REDLANDS,5,0,3,1,8,C,0,1
38002,SAN BERNARDINO,COLTON,7,0,3,1,8,C,1,0
38003,SAN BERNARDINO,SAN BERNARDINO,1,0,1,1,8,C,1,0
38004,SAN BERNARDINO,COLTON,6,0,3,1,8,C,1,0
38005,SAN BERNARDINO,SAN BERNARDINO,1,0,3,1,8,C,1,1
38006,SAN BERNARDINO,REDLANDS,6,0,1,1,8,C,1,1
38007,SAN BERNARDINO,COLTON,6,0,3,1,8,C,1,1
38008,SAN BERNARDINO,COLTON,3,0,3,1,8,C,1,1
38009,SAN BERNARDINO,SAN BERNARDINO,1,0,1,1,8,C,0,0
38010,SAN BERNARDINO,COLTON,4,0,3,1,7,C,1,1
38011,SAN BERNARDINO,SAN BERNARDINO,5,0,3,1,8,C,1,1
38012,SAN BERNARDINO,REDLANDS,6,0,7,1,7,C,1,1
38013,SAN BERNARDINO,LOMA LINDA,5,0,3,1,8,C,0,1
38014,SAN BERNARDINO,FONTANA,1,0,1,1,7,C,1,0
38015,TULARE,UNINCORPORATED,1,0,3,1,8,C,1,1
38016,STANISLAUS,MODESTO,4,0,4,1,8,C,0,1
38017,STANISLAUS,MODESTO,4,0,3,1,8,C,0,1
38018,STANISLAUS,MODESTO,3,0,3,1,8,C,0,1
38019,STANISLAUS,MODESTO,3,0,1,1,8,C,0,1
38020,STANISLAUS,MODESTO,3,0,3,1,8,C,0,1
38021,SAN MATEO,UNINCORPORATED,6,0,7,1,8,C,1,1
38022,SAN MATEO,BELMONT,6,0,3,1,8,C,1,1
38023,SAN MATEO,MENLO PARK,4,0,3,1,8,C,1,1
38024,PLACER,UNINCORPORATED,6,0,3,1,8,C,1,1
38025,SAN JOAQUIN,LODI,5,0,3,1,8,C,0,0
38026,NEVADA,TRUCKEE,7,0,3,1,8,C,1,1
38027,PLACER,UNINCORPORATED,7,1,4,1,8,C,1,1
38028,MONTEREY,MONTEREY,2,0,3,1,8,C,1,1
38029,LOS ANGELES,LOS ANGELES,7,0,4,0,8,C,0,0
38030,SAN JOAQUIN,LODI,7,0,3,1,8,C,0,1
38031,SAN DIEGO,EL CAJON,3,0,3,1,8,C,1,1
38032,LOS ANGELES,LOS ANGELES,7,0,4,1,8,C,0,1
38033,SOLANO,VACAVILLE,4,0,3,1,8,C,0,1
38034,SOLANO,VACAVILLE,1,0,3,1,8,C,0,1
38035,SANTA CLARA,MOUNTAIN VIEW,4,0,3,1,8,C,0,1
38036,SAN JOAQUIN,LODI,1,0,3,1,8,C,0,1
38037,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,1,1
38038,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,1
38039,ORANGE,COSTA MESA,5,0,3,1,8,C,0,1
38040,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,1,1
38041,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,1,1
38042,RIVERSIDE,TEMECULA,4,0,3,1,8,C,0,1
38043,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,1
38044,LOS ANGELES,LOS ANGELES,1,0,3,1,7,C,1,1
38045,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,1,1
38046,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,0
38047,SAN JOAQUIN,UNINCORPORATED,6,0,3,1,8,C,1,0
38048,ORANGE,COSTA MESA,5,0,3,1,8,C,0,1
38049,SAN JOAQUIN,STOCKTON,5,0,3,1,8,C,1,1
38050,LOS ANGELES,ALHAMBRA,4,0,3,1,8,C,0,1
38051,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,1,0
38052,LOS ANGELES,LOS ANGELES,7,0,3,1,8,C,1,0
38053,SANTA CLARA,GILROY,2,0,4,1,8,C,0,1
38054,SANTA CLARA,PALO ALTO,2,0,3,1,8,C,0,1
38055,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,1
38056,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,1,1
38057,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,1
38058,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,1,1
38059,SAN JOAQUIN,STOCKTON,6,0,3,1,8,C,1,1
38060,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,1,1
38061,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,1,1
38062,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,1,1
38063,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,0
38064,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,1,1
38065,SAN JOAQUIN,MANTECA,5,0,3,1,8,C,1,1
38066,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,1,1
38067,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,1
38068,LOS ANGELES,LOS ANGELES,7,0,3,1,8,C,1,1
38069,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,1,1
38070,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,1,1
38071,STANISLAUS,UNINCORPORATED,5,0,3,1,8,C,1,1
38072,STANISLAUS,UNINCORPORATED,7,1,3,1,8,C,1,1
38073,STANISLAUS,UNINCORPORATED,5,0,3,1,8,C,0,1
38074,STANISLAUS,UNINCORPORATED,3,0,3,1,8,C,1,1
38075,SAN JOAQUIN,ESCALON,1,0,3,1,7,C,1,1
38076,ALAMEDA,OAKLAND,5,0,3,1,8,C,0,1
38077,PLACER,AUBURN,5,0,4,1,8,C,0,1
38078,SAN LUIS OBISPO,SAN LUIS OBISPO,4,0,3,1,8,C,1,1
38079,KERN,UNINCORPORATED,5,0,4,1,8,C,0,1
38080,LOS ANGELES,COVINA,1,0,3,1,8,C,0,1
38081,YOLO,UNINCORPORATED,5,0,3,1,8,C,1,0
38082,KERN,UNINCORPORATED,1,0,3,1,8,C,0,1
